No,質問,期待回答,実際回答,スコア,判定
10,最低利用期間はありますか？,スリム光サービスの契約期間は、2年契約自動更新型となります。\n満了時以外の解約の場合は、定額制プランは5000円、電話のみのプランは2200円となります。\nまた、プラン変更時も違約金の対象となります。,"「スリム光サービス」には最低利用期間がございます。
契約期間は2年契約の自動更新型となっております。
契約満了時以外でのご解約の場合、定額制プランでは5,000円、電話のみのプランでは2,200円の違約金が発生いたします。
また、プラン変更の際も違約金の対象となりますのでご注意ください。",0.955,〇
11,利用休止はできますか？,利用休止はありません。,申し訳ありませんが、ご質問の「利用休止」に関する関連情報が見つかりませんでした。他のキーワードでお試しいただけますでしょうか。,0.0,×
12,短期間も利用できますか？,短期間も利用できます。\nただし、契約期間満了時以外の解約の場合は解約金がかかります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
13,法人でも申込みはできますか？,個人・法人問わず申込み可能です,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
14,プロバイダー加入は必要ですか？,インターネットをご利用の場合は、必須となります。\nスリム光サービスは、基本的にプロバイダ料金も含まれた価格でございます。\nご利用とともに加入となりますので、ご安心ください。\n※電話のみの場合は、セットに含まれておりません。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
15,転用番号はどのようにすればとれますか？,【取得方法】\n・インターネットからのご取得を検討されているお客様\n(西日本在住の方)\nhttps://flets-w.com/collabo/tenyou/entry/ \n(東日本在住の方)\nhttps://flets.com/app4/input/index/ ・電話でご取得を検討されているお客様\n(西日本在住の方)\n0120-553-104\n受付時間 9:00〜17:00 土日・祝日も営業(年末年始を除く)\n\n(東日本在住の方)\n0120-140-202\n受付時間 9:00〜17:00 土日・祝日も営業(年末年始を除く),申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
16,事業者変更番号がほしいです、どうすればいいですか？,当社より事業者変更番号を払い出しいたしますので、0120-36-3624までお問合せください。\n\n事業者変更時のトラブルの一例です。(実例)\n・事業者変更後、インターネットが繋がらなくなった。\n・聞いていた料金よりも高額になった。\n当社でできていたサポートが、変更先では受けれなくなった。\・何か事業者側に依頼をするときに、ガイダンスや手間がかかるようになった。\n・当社よりレンタルで提供していたサービスを返却しないといけなくなった。\n・解約金・事業者変更手数料が返金されない、または費用負担があるとは聞いていなかった。\n・事業者変更後、営業担当者と連絡が繋がらなくなった。\n\n事業者変更についてのご案内\n・発行までお時間が要します。\n・ご契約者以外の対応は致しかねます。\n・支払状況により発行致しかねる場合がございます。\n・成りすまし防止のため、期間を開けてご契約者様の固定電話(固定がない場合は、携帯電話)へご連絡し、ご説明後事業者変更番号を発行します。\n\n発行後は、郵送にてお手元に届きます。\n新しく変更される事業者様へご提出ください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
17,IPv6とは何ですか,IPv6とは、インターネットプロトコルの第6版で、IPv4に続く次世代のインターネット通信の規格です。\n\n【IPv6の特徴】\nIPv4と比べてアドレスが128ビットに拡張されており、約340潤(かん)個のIPアドレスが使用可能です。\nIPv4の約43憶個と桁違いの差があり、地球上のあらゆるものをインターネットへ接続できる可能性があります。\nIPv4と比べて通信速度が速くなる可能性があります。\nIPoE方式による接続方式では、帯域幅の広い通信網を経由できるため、回線の混雑を避けることができます。\nIPSec(アイピーセック)という技術が組み込まれているため、セキュリティの改善につながります。,"IPv6とは、インターネットプロトコルの第6版で、IPv4に続く次世代のインターネット通信の規格でございます。

IPv6の主な特徴は以下の通りです。

*   **アドレス数**: IPv4と比べてアドレスが128ビットに拡張されており、約340潤(かん)個ものIPアドレスが使用可能です。これにより、地球上のあらゆるものをインターネットへ接続できる可能性があります。
*   **通信速度**: IPv4と比べて通信速度が速くなる可能性がございます。
*   **回線の混雑回避**: IPoE方式による接続方式では、帯域幅の広い通信網を経由できるため、回線の混雑を避けることができます。
*   **セキュリティ**: IPSec(アイピーセック)という技術が組み込まれているため、セキュリティの改善につながります。",0.978,〇
18,支払い方法を変更したい,請求書払い・口座振替・クレジット支払いの3種類からお選び頂けます。\n\n請求書払い手数料 275円\nご利用頂いた月の翌月中旬頃に毎月お手元に届きます。\n\n口座振替手数料 110円\nご利用頂いた月の翌月27日に引落\n\nクレジット支払い手数料 0円\n\n明細発行手数料 220円となります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
19,電話回線の工事はしてもらえますか？,電話回線のみの工事でできます。\nスリムひかり電話ネクスト・スリムひかり電話ネクストAと2種類サービスがございます。\n\n-月額使用料金-\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクスト 3850円※1\n税込\n1(ナンバーディスプレイ 440円・ボイスワープ 550円・キャッチホン 330円・迷惑電話お断りサービス 220円・ナンバーリクエスト 220円)\n\n契約期間は2年となり、満了以外の場合は2000円の解約金がかかります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
20,インターネットの速度が遅いので、改善したいです。,通信速度が遅くなる原因には、機器や回線、電波干渉、接続台数などさまざまな要因が考えられます。\n\n\再起動・Wi-Fiルーターの交換・位置変更・中継器の導入などで改善される場合がございます。\n\n【端末・機器側の問題】\nスマホ(パソコン)のストレージやメモリが不足している\nスマホ(パソコン)のOSがアップデートされていない\nスマホ本体(パソコン)やバッテリー劣化・故障している\n古い機種のスマホ(パソコン)を使っている\n\n【電波干渉の問題】\n電子レンジなどの電波を発する家電やBluetoothとの電波干渉\n5Gの電波が直進性が高いという特性\n電波が届かない\n\n【設定の問題】\nループ接続されている\n\n【接続台数】\nWi-Fiルーターごとに接続台数が決まっており、同時に利用してると通信速度が落ちる傾向がある,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
21,WiFiルーターが故障しました、どのようにすればいいですか,当社よりレンタル品としてご提供している場合は、交換となります。\n0120-36-3624までお問合せをいただき、代替品を郵送いたします。\n到着後、Wi-FIルーターを交換していただき、故障したWi-Fiルーターを返却袋に入れて当社まで着払いでご返却下さい。\n※自然故障の場合は無料です。,"WiFiルーターが故障されたとのこと、承知いたしました。

当社よりレンタル品としてご提供しているWiFiルーターの場合、交換にて対応させていただきます。
お手数ですが、0120-36-3624までお問い合わせください。代替品を郵送いたします。

代替品が到着しましたら、WiFiルーターを交換していただき、故障したWiFiルーターは返却袋に入れて着払いにて当社までご返却をお願いいたします。
なお、自然故障の場合は無料で対応させていただきます。",0.848,〇
22,アンテナではなく光を使ったテレビを利用したい,スリムテレビをご案内いたします。\nスリムテレビとは、NTT東西のフレッツテレビと同等のサービスとなります。\n月額料金 825円で地デジとBSサービスをご利用頂けます。\nご利用頂けるチャンネルは、地域により異なります。\nNTT西日本 参考URL\nhttps://flets-w.com/opt/ftv/terms/channel.html \n\nNTT東日本 参考URL\nhttps://flets.com/ftv/channel.html \n\nご利用頂くには、提供エリアでかつ、対応のルーター・テレビ配線が必要となります。\n詳しくは0120-36-3624までお問い合わせください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
23,セキュリティをいれたい、どのようにすればいいですか,セキュリティですが、用途に合わせごご利用いただくことを推奨いたします。\n\n【アンチウイルスソフト】\nパソコンやスマートフォンの端末側にソフトを導入し、ファイル開封やプログラムの実行といったユーザー行動に伴い、リアルタイムでそれらをスキャンし、悪意のあるプログラムやウイルスの検出・駆除を行います。 感染したファイルはアンチウイルスによって速やかに隔離し、他端末やシステムへの感染拡大を防ぐことが可能です。\nご利用台数分の費用と設定が必要となります。\n\n【UTM】\n複数のセキュリティ機能を1つの機器で運用管理できるため、コストやネットワーク担当者の負担が軽減します。\n導入が容易で、工事などの必要がなく、いくつものセキュリティ製品を個別に導入するよりも短時間で導入でき、ネットワーク管理の一元化を実現でき、業務に関係のないサイトやコンテンツへのアクセスをブロックしたり、不正な通信を検知して遮断したりできます。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
24,WiFiの電波が弱い,【原因】\nWi-Fiルーターや端末の設置場所や向きが不適切\n電波干渉や障害物がある\n回線が混雑している\nWi-Fiルーターや端末に不具合がある\nWi-Fiの周波数帯が2.4GHz帯で、電子レンジなどの電波干渉を受けている\n\n【対処法】\nWi-Fiルーターや端末を再起動する\nWi-Fiルーターの設置場所や向きを変える\nWi-Fiの周波数帯を5GHz帯に変更する\n回線が混雑する時間帯を避ける\nWi-Fiルーターの制御プログラムである「ファームウェア」を最新版にアップデートする\nWi-Fiルーターや端末を買い替える\n中継器を設置する\nメッシュWi-Fiを導入するなどになります。,"WiFiの電波が弱いとのこと、ご不便をおかけしております。
考えられる原因と対処法について、以下にご案内いたします。

**【考えられる原因】**
*   Wi-Fiルーターや端末の設置場所や向きが不適切
*   電波干渉や障害物がある
*   回線が混雑している
*   Wi-Fiルーターや端末に不具合がある
*   Wi-Fiの周波数帯が2.4GHz帯で、電子レンジなどの電波干渉を受けている

**【対処法】**
*   Wi-Fiルーターや端末を再起動する
*   Wi-Fiルーターの設置場所や向きを変える
*   Wi-Fiの周波数帯を5GHz帯に変更する
*   回線が混雑する時間帯を避ける
*   Wi-Fiルーターの制御プログラムである「ファームウェア」を最新版にアップデートする
*   Wi-Fiルーターや端末を買い替える
*   中継器を設置する
*   メッシュWi-Fiを導入する

これらの情報がお役に立てれば幸いです。",0.684,〇
25,別の事業者で光を申込したが配管がなく、工事ができないといわれた。それでも工事はできますか,可能な場合がございます。\n当社では、光ファイバーを入線するための付帯工事を積極的に行っております。\nまずは0120-36-3624までご相談ください。,"他社様で工事ができないとのことでございましたが、当社では光ファイバーを引込するための配管工事などの付帯工事も承っております。

恐れ入りますが、詳細につきましては、0120-36-3624までお気軽にお問い合わせくださいませ。",0.915,〇
26,電話機を3つ以上使いたい、どのようにすればいいですか,電話機を3台同時以上ご利用頂くには、ビジネスホンをご検討ください。\n詳しくは0120-36-3624までお問い合わせください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
27,ナンバーディスプレイを申込したい,ナンバーディスプレイ 440円\n登録事務手数料 2200円\n申込後、3日後(土日祝を除く)からサービスをご利用頂けます。\nご利用にはナンバーディスプレイ対応の電話機が必要です。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
28,転送電話を申込したい,転送料金 550円\n登録事務手数料 2200円\n申込後、3日後(土日祝を除く)からサービスをご利用頂けます。\n転送をご利用頂くには、設定が必要になります。\n詳しくは「転送設定」を検索頂くか、0120-36-3624までお問い合わせくださいませ。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
29,新しく電話番号を申込したい,月額料金 番号毎 110円\n登録事務手数料 2200円\n申込後、新規で発番した電話番号をご案内します。\n番号決定後、7日後(土日祝を除く)からサービスをご利用頂けます。\n※なり分け設定が必要な場合がございます。\n詳しくは0120-36-3624までご連絡ください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
30,キャッチホンを申込したい,申込後、設定せずご利用頂けます。\n月額料金 330円\n登録事務手数料 2200円\n申込後、3日後(土日祝除く)からサービスをご利用頂けます。\n特に設定などは必要ありませんが、電話機の機能でキャッチホンがない場合はご利用できません。\n詳しくは電話機のメーカーにお問い合わせくださいませ。,"申し訳ありませんが、キャッチホンのお申し込みに関する関連情報が見つかりませんでした。
お手数ですが、他のキーワードでお試しいただけますでしょうか。",0.0,×
31,支払方法を口座振替にしたい,口座振替の登録書類を郵送いたします。\nご記入後、ポストにご投函くださいませ。\n当社受理後、翌月より口座振替に変わります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。恐れ入りますが、他のキーワードでお試しいただけますでしょうか。,0.0,×
32,支払方法をクレジット払いにしたい,クレジットカードの登録URLをショートメールまたはPCに送信します。\n当社委託サイトにクレジットカード登録を行ってください。\n登録後、翌月よりクレジット支払に変わります。,"申し訳ありませんが、ご質問いただいた「支払方法をクレジット払いにしたい」に関する関連情報は、現在のところ見つかりませんでした。

恐れ入りますが、他のキーワードでお試しいただけますでしょうか。",0.0,×
33,スリム光サービスのインターネット速度はどのくらいですか,ご利用のサービスのより、速度が異なります。\nスリム光クロスタイプ(マンションタイプ) 10Gbps\nスリム光ギガタイプ(マンションタイプ) 1Gbps\nスリム光マンションタイプ by VDSL 100Mbps,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
34,ビジネスホンの取り扱いはしておりますか,取り扱いしております。\n詳しくは0120-36-3624までお問い合わせくださいませ。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
35,複合機の取り扱いはしておりますか,取り扱いしております。\n詳しくは0120-36-3624までお問い合わせくださいませ。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
36,防犯カメラの取り扱いはしておりますか,取り扱いしております。\n屋外用・屋内用やパンチルト対応の機器など様々な取り扱いがあり、セット価格でご提供ができます。\n詳しくは0120-36-3624までお問い合わせくださいませ。,申し訳ありませんが、防犯カメラに関する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
37,インターネットの設定で、PPPoEとは何ですか,インターネットの接続方式の一つになります。\n類似の接続方式で、IPoE方式の接続もございます。\nご利用の用途に合わせ当社専門スタッフが判断しお客様に提案いたします。,"PPPoEは、インターネットの接続方式の一つです。

従来の方式であり、プロバイダーの網終端装置を経由するトンネル方式で接続いたします。通信速度は最大1Gbps、インターネットプロトコルはIPv4のみに対応しており、接続時にはIDとパスワードの入力が必要です。

類似の接続方式としてIPoE方式もございます。お客様のご利用用途に合わせ、当社専門スタッフが最適な方式をご提案いたします。",0.795,〇
38,契約者の名義は変更できますか,変更できます。\n名義となる方の身分証明書を当社までご送付願います。\n名義変更までおおよそ1ヶ月程となります。\n\n【必要書類】\n個人 → 個人(新) ●新しく契約者になるかたの身分証明書【運転免許証又はマイナンバーカード  健康保険証と公共料金の表の写し2枚1セット】\n個人 → 法人 ●登記簿の写し\n法人 → 個人 ●新しく契約者になるかたの身分証明書【運転免許証又はマイナンバーカード 健康保険証と公共料金の表の写し2枚1セット】\n法人 → 法人(新) ●登記簿の写し,"はい、契約者の名義は変更できます。

名義変更には、新しく契約者となる方の身分証明書を当社までご送付いただく必要がございます。名義変更までには、おおよそ1ヶ月ほどお時間をいただいております。

【必要書類】
*   **個人 → 個人(新)**：新しく契約者になる方の身分証明書（運転免許証、マイナンバーカード、または健康保険証と公共料金の表の写し2枚1セット）
*   **個人 → 法人**：登記簿の写し
*   **法人 → 個人**：新しく契約者になる方の身分証明書（運転免許証、マイナンバーカード、または健康保険証と公共料金の表の写し2枚1セット）
*   **法人 → 法人(新)**：登記簿の写し",0.929,〇
39,確定申告で通信費用の明細が必要です。ご利用明細を1年分送ってもらうことはできますか,可能です。\n手数料330円となります。\n0120-36-3624までお問い合わせいただき、郵送で送付いたします。,"はい、確定申告用の通信費用明細として、ご利用明細を1年分お送りすることが可能です。

手数料として330円を頂戴いたします。
お手数ですが、0120-36-3624までお問い合わせください。郵送にて送付させていただきます。",0.865,〇
40,電話が故障しました。どのようにすればよろしいですか,新しい電話機をご用意ください。\n新しい電話機を設置後、それでも電話が利用できない場合は回線の故障が考えられます。\n0120-805-113までお問い合わせください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
41,インターネットが繋がらなくなりました。どのようにすればよろしいですか,各種ルーターの再起動を実施してください。\n下記ルーターの電源をOFF、ONをを行ってください。\n\n〜それでも解決しない場合〜\nランプ状態をご確認ください。\n\n①ルーター電源ランプ 消灯 → 電源が入っていない → 電源が入っている場合は、故障 ■0120-805-113故障センターまでお電話ください。\n\n②PPPランプ → 緑 → 正常に繋がています → WiFiルーター又は無線LANカードに原因があります。 ■Wi-Fiルーターの再起動を実施してください、又は0120-36-3624までお問い合わせください。\nPPPランプ → 消灯 → インターネット未接続 インターネット接続の再設定が必要です。 ■0120-36-3624までお問い合わせください。\n\n③ひかり電話ランプ → 消灯 → ひかり電話の契約がある場合は、ルーターの故障が考えられます。 ■0120-805-113故障センターまでお電話ください。\n\n④ACTランプ → 消灯 → 故障です。 ■0120-805-113故障センターまでお電話ください。\n\n⑤登録ランプ → 消灯 → 故障です。 ■0120-805-113故障センターまでお電話ください。\n\n⑥認証ランプ → 消灯 → 装置運用準備中または装置故障 ■0120-805-113故障センターまでお電話ください。\n\n⑦UNIランプ → 消灯 → 故障 ■0120-805-113故障センターまでお電話ください。\n\n⑧光回線ランプ → 消灯 → 橙点灯又は消灯 → 故障 ■0120-805-113故障センターまでお電話ください。\n\n参考URL https://www.ntt-west.co.jp/kiki/support/hgw_lamp/,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
42,スリム光電話で携帯電話などへの発信ができません。どうしたらいいですか,恐らく電話機の機能で、発信番号の前に00から始まるマイラインの登録をされている可能性がございます。\n電話機の操作で、マイラインの解除を行ってください。\nそれでも解消されない場合は、0120-36-3624までお問い合わせください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
43,転送電話(ボイスワープ)の設定方法を教えてください。,無条件転送と無応答時転送2つが主にご利用される設定方法になります。\n手順1で転送先の電話番号を登録します。\n手順2は無応答時転送の呼び出し回数を設定します。(無条件転送の場合は不要です)\n手順3で転送の方法を指定し、転送を開始します。\n手順4で転送を終了します。\n\n〜手順〜\n\n【手順1】\n転送先電話番号を登録する\nご利用を開始する前に転送先電話番号を登録します。\n142 → ガイダンス → 2 → ガイダンス → 転送先電話番号 → ガイダンス → 完了\n\n【手順2】\n呼び出し回数を設定する\n転送先電話番号を登録した後、呼び出し回数の登録を行います。\n転送元の電話のベルが鳴る回数を0〜9回までのいずれかに指定できます。\n\n142 → ガイダンス → 3 → ガイダンス → 呼び出し回数(0〜9) → ガイダンス → 完了\n\n【手順3】\n転送開始の設定をする\n142 → ガイダンス → 1 ガイダンス → 1 → 無条件転送\n142 → ガイダンス → 1 ガイダンス → 2 → 無応答時転送\n\n【手順4】\n転送を停止する\n142 → ガイダンス → 0 → ガイダンス → 完了,"転送電話（ボイスワープ）の設定方法についてですね。

主に無条件転送と無応答時転送の2つの設定方法がございます。
以下に手順をご案内いたします。

**【手順1】転送先電話番号を登録する**
ご利用を開始する前に転送先電話番号をご登録ください。
142 → ガイダンス → 2 → ガイダンス → 転送先電話番号 → ガイダンス → 完了

**【手順2】呼び出し回数を設定する（無条件転送の場合は不要です）**
転送先電話番号を登録した後、呼び出し回数の登録を行います。転送元の電話のベルが鳴る回数を0〜9回までのいずれかに指定できます。
142 → ガイダンス → 3 → ガイダンス → 呼び出し回数(0〜9) → ガイダンス → 完了

**【手順3】転送開始の設定をする**
*   無条件転送の場合：
    142 → ガイダンス → 1 → ガイダンス → 1
*   無応答時転送の場合：
    142 → ガイダンス → 1 → ガイダンス → 2

**【手順4】転送を停止する**
142 → ガイダンス → 0 → ガイダンス → 完了",0.911,〇
44,電話回線を複数持ちたいです。どのようにすればいいですか,電話回線、電話番号を複数ご利用頂くことは可能です。\n当社にて、複数の回線・番号のヒアリングを行いご提供いたします。\n複数の電話回線・番号をご利用するためには、ビジネスホンが必要です。\n0120-36-3624までお問い合わせください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
45,転送電話の通話料金はいくらかかりますか,1分 17.6円になります。\n1分単位の課金でご利用できます。\n例)10分 17.6円*10回 = 176円となります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
46,国内の固定電話の通話料金はいくらかかりますか,3分 8.8円となります。\n3分単位の課金でご利用できます。\n例) 10分 8.8円*10回 = 88円となります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
47,携帯電話への発信の通話料金はいくらかかりますか,1分 17.6円になります。\n1分単位の課金でご利用できます。\n例) 10分 17.6円*10回 = 176円となります。,申し訳ありませんが、ご質問いただいた「携帯電話への発信の通話料金」に関する関連情報が見つかりませんでした。恐れ入りますが、他のキーワードでお試しいただけますでしょうか。,0.0,×
48,電話を解約して、インターネットだけの契約にしたい。どうすればいいですか,まずは、0120-36-3624にお問い合わせください。\nオペレータにて受付をいたしまして、インターネットの廃止日を決定いたします。\n特に工事はありませんので、そのままの設備でご利用頂けます。\n\n-月額使用料金-\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクスト 3850円※1\n※税込\n※1(ナンバーディスプレイ 440円・ボイスワープ 550円・キャッチホン330円・迷惑電話お断りサービス 220円・ナンバーリクエスト 220円)\n\n契約期間は2年となり、満了以外の場合は2000円の解約金がかかります。\n\nQ. 電話プランに変更時、今までの利用期間はどうなりますか？また解約金はかかりますか？\nA. 解約金がかかります。プラン変更時にリセットされ、変更日が契約開始日となります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
49,通話明細を出してほしい,可能です\n0120-36-3624までお問い合わせください。\n発行手数料として、550円かかります。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
50,引越し先でも同じ電話番号を使うことはできますか？,お引越し先によります、\n詳しくお調べ致しますので、0120-36-3624までお問い合わせください。,申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
51,迷惑電話が多いので、電話を着信拒否した,電話機側の機能と回線側の機能とございます。\n\n【回線側の機能】\n迷惑電話を受けた直後に、電話機から登録操作を行うことで、同じ電話番号からの着信を拒否できます。\n登録した電話番号からかかってきた場合、自動的にメッセージで応答します。\n登録した電話番号以外からかかってきた場合は、通常の対応が可能です。\n\n【サービスの種類】\nひかり電話番号毎での登録・ひかり電話回線での登録の2つございます。\n最大30個の電話番号を拒否登録できます。\n月額料金 220円(ひかり電話番号毎の場合は契約数分かかります)\n\n事務手数料 2200円\n\n迷惑電話登録機能が装備されている電話機をご利用であれば、無料でご利用いただけます。(ナンバーディスプレイが必要),申し訳ありませんが、その質問に対する関連情報が見つかりませんでした。他のキーワードでお試しください。,0.0,×
52,現在電話のみの契約ですが、WiFiも利用したいと思います。どのようにすればいいですか,当社よりご契約のプランをインターネットコースに変更し、インターネットをご利用いただくためのＩＤとパスワードを発行しお客様に郵送いたします。\n到着後、インターネット設定を行いWi-Fiの機器を接続頂きましたらWi-Fiがご利用頂けるようになります。\n(V6プラスの場合は、インターネット設定は不要です。)\n詳しくは0120-36-3624までお問い合わせください。,"現在電話のみのご契約からWi-Fiのご利用をご希望とのこと、承知いたしました。

当社にてご契約のプランをインターネットコースに変更し、インターネットをご利用いただくためのIDとパスワードをお客様へ郵送いたします。
IDとパスワードが到着しましたら、インターネット設定を行いWi-Fi機器を接続していただくことでWi-Fiがご利用いただけるようになります。
（V6プラスの場合は、インターネット設定は不要です。）

詳細につきましては、0120-36-3624までお問い合わせください。",0.914,〇
